seller_id,active_cv,active_trend_slope,active_trend_r2,seasonality_strength,active_zero_ratio,global_zero_ratio,log_avg_active_rev,spike_ratio,active_months_ratio,n_active,mean_active_rev,cluster,seller_type,pca1,pca2,dist_to_center
08061dc0fc165ed41288cc7acde738ee,1.7977743328778917,-0.06058158315466604,0.007570413934083699,0.9999999995956227,0.5555555555555556,0.8333333333333334,2.691619659706114,5.743134083062341,0.16666666666666666,9,13.755555555555556,0,불안정형 (Volatile),4.086679552872594,-1.2163119464893999,1.975499355194117
08084d990eb3f53af056ccbc1730c8a7,1.1457894865746334,0.10946308722775189,0.0365078040177673,0.9999999998359913,0.2857142857142857,0.7916666666666666,3.9929444477803715,3.5591946302036406,0.20833333333333334,7,53.21428571428572,0,불안정형 (Volatile),1.3525199762481572,-0.8806566077229179,1.8414756408367845
081acf3de680d554796c9cf041be7bc2,1.020144101563451,0.21176360106753678,0.17236122532128173,0.9999999999570414,0.42857142857142855,0.8333333333333334,5.434532654301717,2.628998935588787,0.16666666666666666,7,228.18571428571428,1,계절형 (Seasonal),0.7371534472999179,-0.9346057957779881,2.0686131532846095
082e0bf4cb865a6533b1e8e498cc0255,1.1679081788330061,0.0864515506634304,0.054793390620718474,0.9999999999545721,0.36363636363636365,0.7083333333333334,5.244293073649255,3.326050257866268,0.2916666666666667,11,188.4818181818182,0,불안정형 (Volatile),1.1390973506800075,-0.3120762668524245,1.7314844295316574
085f6f7e049c996695fb2074fe38d45e,0.7922082706408906,0.1113294040456674,0.02468601777119939,0.99999999983467,0.0,0.8333333333333334,4.3483405770190755,2.2370661424705873,0.16666666666666666,4,76.35000000000001,1,계절형 (Seasonal),-0.3883723420369268,-0.9266215449950099,1.6558716924074164
08633c14ef2db992c11f840f04fad4cd,0.6445094105160023,0.07534044974598318,0.0910975363357597,0.9999999999817326,0.0,0.625,6.7456676290189925,2.117813272609578,0.375,9,849.3666666666668,1,계절형 (Seasonal),-1.3598872879188255,0.3991462447359997,1.125962760153411
0873d9f8f36123f8d910f4760e788cfb,0.3230088575099266,0.2042300762899958,0.4997128862033718,0.9999999999829559,0.0,0.8333333333333334,7.505160811668796,1.3597409157336997,0.16666666666666666,4,1816.3975,3,성장형 (Growth),-2.5463893522138825,-0.6346041517632711,1.934886602478044
0885aaf116795758dfeb5f1032487bcd,0.7943920277157607,0.1858050600378056,0.36471536567991114,0.9999999999559698,0.1111111111111111,0.6666666666666666,5.659133722987319,2.6551241691970926,0.3333333333333333,9,285.9,1,계절형 (Seasonal),-0.649377416182368,-0.3588502768449359,1.3584270121398123
0887a9f087bcd5d9f6642b52f897fc6c,0.7363609179953815,-0.20173568817653986,0.30022302648409566,0.9999999999421059,0.0,0.7083333333333334,5.4620141735042855,2.660170523638117,0.2916666666666667,7,234.57142857142858,1,계절형 (Seasonal),-0.8295219087958592,-0.4401487709359102,1.3379445822074603
08ad4ac1388e4420ca531c3edfc46198,0.5177462658395304,-0.41205667352963776,0.42226850899830226,0.9999999997385459,0.0,0.875,4.3157977968667804,1.690325782642768,0.125,3,73.87333333333333,3,성장형 (Growth),-1.1910495945302464,-1.634325908794505,2.4254833544183287
08d0949a9a17c027262db1f3c450c26c,1.25128902582919,0.05009676282301723,0.022440477350853638,1.006224994371358,0.46153846153846156,0.7083333333333334,3.257504646912163,4.270628077108431,0.2916666666666667,13,24.984615384615385,0,불안정형 (Volatile),2.3698530485555263,-0.8497469230808573,1.4900821807646578
08d2d642cf72b622b14dde1d2f5eb2f5,1.4597663299729917,0.0666776677587079,0.020863833916259747,0.9999999999171018,0.2727272727272727,0.6666666666666666,4.426478397244716,4.17249724922005,0.3333333333333333,11,82.63636363636364,0,불안정형 (Volatile),1.8180456864716195,-0.1994568607414848,1.4555946438698684
093805f8f2aeb63881444571e1f48f30,1.1121173087842544,-0.025156130110514176,0.00149235884082059,0.9999999999556246,0.0,0.75,5.316312806308512,3.2852219542872425,0.25,6,202.6316666666667,1,계절형 (Seasonal),0.1768805082332031,-0.16666900400628548,1.359367603370559
094ced053e257ae8cae57205592d6712,0.6653510178358983,-0.42822538176860914,0.5177894200285168,0.9999999999604274,0.0,0.8333333333333334,5.942274302917211,1.9165350183802912,0.16666666666666666,4,379.8,3,성장형 (Growth),-1.421294885830012,-1.056749904494344,2.0776947867551048
09883d9ab71c8fe8a9bfc7fc3075b07e,1.0150211535850266,0.06704818423897116,0.02290778819166133,0.9999999997076554,0.5,0.8333333333333334,3.5467396869528134,2.370919880602101,0.16666666666666666,8,33.7,0,불안정형 (Volatile),1.4487951307764713,-1.432561354079603,2.3650945222397493
099095b050cfe8eb1ddff5317587e96e,0.933149771647678,-0.08181046955790691,0.05124173231288347,0.9999999999807253,0.3333333333333333,0.75,6.322533322402166,2.7823551511938005,0.25,9,555.9822222222223,1,계절형 (Seasonal),0.32847042085305894,-0.1936846745878661,1.3246342005464462
09f952a5f58d2285b0372551ae8f9b01,0.5344781878095621,0.09466833128708861,0.3738559205724853,0.9999999999810076,0.0,0.5,6.893783121415254,2.0464002029991484,0.5,12,985.125,1,계절형 (Seasonal),-1.864100422838273,0.5247862521624328,1.9233353498799226
0a85ebe4e328db81ac9109781205e2f7,0.9223696235668553,0.7340619852831822,0.7917088453385517,0.9999999999350703,0.25,0.875,5.123815158806214,2.388980386142298,0.125,4,166.975,3,성장형 (Growth),-0.46293558693089837,-1.7714691522831338,3.3304528622495315
0aa2205ca24f113f4658a5c536667426,0.9304667901874305,-0.21324881683791172,0.1050513171429162,0.9999999999341157,0.4,0.875,5.100622239687414,2.475294867556258,0.125,5,163.124,1,계절형 (Seasonal),0.7128531341718595,-1.1288488605314606,2.01849752975029
0ac4201fda2c68ebc0e47cb9423cf3c9,1.96974520445835,0.11253211746113492,0.04569418269298055,1.039218074051073,0.38461538461538464,0.6666666666666666,4.8674634420173835,7.124308238558417,0.3333333333333333,13,128.99076923076925,0,불안정형 (Volatile),3.6665632254490377,0.10170137813967077,2.3306799329587418
0ad80de75c811326389cfb1daba7d45e,0.597882103119739,-0.27316130811996236,0.26092595012262687,0.999999999953841,0.0,0.8333333333333334,5.895366557062645,1.958603560039779,0.16666666666666666,4,362.35,1,계절형 (Seasonal),-1.282389818674285,-0.7813117707153896,1.7032490278294408
