seller_id,type,mape_val,mape_test,smape_val,smape_test,wape_val,wape_test
k_0ac4201f_1,decline,86.34162314748431,73.73022917281389,183.97727502274768,172.26069163390488,111.93100964535904,114.41631303427744
k_0adac9fb_0,stable,20.081920323918443,61.50015581936792,23.769163841222742,95.48758147560869,23.173371807966674,108.46227818575822
k_0adac9fb_1,stable,29.671753074299595,31.502937807078375,37.59858375990915,39.507496975325004,32.411495723049434,34.7719368933619
k_0afccdb8_0,stable,57.95314641628736,179.59014608228944,41.29155277270088,79.46021268757644,51.76196900968046,103.62530310651788
k_0afccdb8_1,stable,74.43307521538144,95.38867441829065,48.41155096089509,62.16105335065849,55.086934017081745,86.22410701035422
k_0b18d63d_0,decline,38.89081974062441,38.59004998694336,47.211216267059555,98.58825619637493,50.38643363768672,69.16654262187838
k_0b18d63d_1,other,52.03190168678324,61.47331531400238,72.05350290238556,125.87262418105192,53.02619627251632,80.35236491566586
k_0bae85eb_0,stable,36.7788363332816,40.99592463337952,46.052635155792224,52.081755625277715,37.626095281097214,42.155089897489404
k_0bae85eb_1,stable,25.782633398533793,30.627177368929342,29.621901650645206,36.466126192175246,26.063223245098747,31.42971613050357
k_0bb738e4_0,stable,65.55905045343019,45.97612870504655,100.7022303101891,64.02794427099488,72.62461546055556,52.56576065121962
k_0bb738e4_1,stable,31.815710470899962,58.33900112983107,92.57937703151265,84.46908168290278,60.86919032008184,61.92762242205744
k_0be8ff43_0,stable,40.28985666197657,35.685542525142324,54.71392743741165,47.600231131769675,50.411140661597074,42.483472701004686
k_0be8ff43_1,stable,27.11131404048059,42.226452159611824,34.83483784269581,55.15954861953598,32.349033981918765,45.84015100970813
k_0bf0150d_0,stable,24.777212609202145,28.172421599950052,26.29765847171685,35.98038983339203,24.066239573757212,35.60318412431784
k_0bf0150d_1,stable,43.450535076937264,39.778632783522205,59.05236344635334,101.23489206110096,46.63539984272072,69.70799854942723
k_0c7533c7_0,stable,38.88665895177717,37.15239939986765,48.976501776832606,46.71764006575592,38.96833764752974,39.531277937138505
k_0c7533c7_1,stable,53.13882743977628,49.696275864189566,72.39871002190249,66.55020275970963,53.12320950090162,50.67740539199254
k_0c8380b6_0,stable,29.21319673259037,40.92918801019517,34.629823021732506,57.08235706458788,29.464199921534227,52.43078319773167
k_0c8380b6_1,stable,70.93818379449019,54.785791498064164,110.20652672167246,117.00694398005373,70.679385345834,74.7201416627447
k_0cbcee27_0,stable,52.74857504624057,43.62678565776701,72.01547776028497,57.175135430770474,52.642570726264026,46.516949861252485
k_0cbcee27_1,stable,44.28668018900609,42.4731813217472,104.96612985376925,54.21977386961755,78.99821195721853,42.86731754848259
k_0d85bbda_0,stable,47.35939740181226,44.362497394739606,62.24726686503844,57.34736840148168,47.18074129405734,44.708208968034036
k_0d85bbda_1,stable,31.92608599356222,44.125570470514106,38.3223536069907,56.83167416044718,32.23590836143939,44.42165393982455
k_0db783cf_0,growth,35.99824499391826,16.81092150917195,44.302944155957455,19.069637032551803,36.155928988985515,17.827137888220697
k_0db783cf_1,stable,10.227169518378004,54.7654129009833,9.643784439108328,61.45763468818313,10.127461084219727,52.59167428048287
k_0df3984f_0,stable,47.78385893017504,45.177514331543705,63.18477156014398,61.47734151968819,47.78421744788125,49.82121864416435
k_0df3984f_1,stable,40.35750491498298,45.785414244505425,53.11553565229835,60.46127647866939,42.67714163829409,48.15467065868628
k_0ea22c1c_0,stable,37.20382326339563,32.19656989455768,49.83911552173129,40.295969016702315,42.85360545393278,34.690150080572884
k_0ea22c1c_1,stable,48.77726649807681,40.16045207079822,66.224805369432,100.33794906048077,52.36446033503962,69.32524095692185
k_0eaa7e33_0,stable,36.53291356050039,18.32318111505995,97.31749315847964,20.66507432024467,63.3974443880842,19.905275368781222
k_0eaa7e33_1,stable,38.73065575376825,24.821952264527027,149.34408682765851,29.580860573113693,213.7952229712278,27.917565762832403
k_0ebd97a1_0,stable,48.42545112091139,39.73836702888339,109.43185362794911,50.82078937846902,73.95549500899156,42.4935218279785
k_0ebd97a1_1,stable,26.820982033999556,32.86212179684133,32.65811864672932,40.765979727750896,28.104058961808782,34.97266147586071
k_0ff83046_0,stable,48.432387352637804,47.38961044502816,109.57966334312579,63.07485190273766,83.46325948454201,48.62743730060692
k_0ff83046_1,stable,32.636230006920314,39.63563939381207,39.1413149073542,100.6948597443903,32.789217283892704,72.02721461745682
k_10076e57_0,stable,36.27244778582748,48.30588424611261,148.102766779444,66.6696438825266,143.30757521090683,52.21756064904649
k_10076e57_1,stable,44.91957153080388,28.48213955826353,58.39064667016424,39.63072698072576,45.77492767785819,46.66010993977972
k_1025f0e2_0,growth,43.623488817465564,33.37834293925279,56.26790970076099,40.727513244601795,43.59278318071102,33.9838519625992
k_1025f0e2_1,growth,15.337179050964261,35.28187098807557,17.15727267854378,43.099200988877655,15.38452351337163,35.9351442688375
k_1127b7f2_0,stable,32.79601292276534,40.12189800083148,41.239446188017375,51.94188193213943,34.15650062953432,43.32605508274284
k_1127b7f2_1,stable,61.02137817650869,43.91030353835175,88.29830920177714,58.79097952489407,61.39026640116199,48.5141718732508
k_11305281_0,other,177.46502363939416,63.26373919220302,164.67663889814824,93.24606586760632,853.423438699169,64.53430314517517
k_11305281_1,stable,49.62569694899954,38.895918991505134,67.0030945227024,48.33580963911093,50.38977663523031,38.88714964349253
k_113e3a78_0,stable,52.869289655719385,56.79733075450362,72.39122088677749,79.51255613039768,53.94861523680879,57.30405453710075
k_113e3a78_1,stable,35.70604089851337,48.3696363708912,43.605174090527974,64.84284607224153,35.39156564430925,50.05967601761766
k_11bfa663_0,stable,33.77440200191766,26.642163050960537,41.832508303467606,31.046212171884218,34.87341320147804,27.373265306612442
k_11bfa663_1,stable,48.41510420934013,42.706723212337785,64.1846235781203,55.1750325564394,48.47336210124594,44.23138444389803
k_12863947_0,stable,24.03539001251497,30.889312123418257,28.40717165924883,37.12912675277733,26.74699488506637,32.31315629786873
